0,487,115
1,86,327
2,701,650
3,225,822
4,100,523
5,396,733
6,714,491
7,839,664
8,707,263
9,424,56
10,774,435
11,707,263
12,393,80
13,74,1
14,271,438
15,577,365
16,41,498
17,185,643
18,798,300
19,188,58
20,80,393
21,89,688
22,356,53
23,483,110
24,650,574
25,205,408
26,260,89
27,783,379
28,104,793
29,503,647
30,254,200
31,616,636
32,422,673
33,306,153
34,542,452
35,744,572
36,232,266
37,135,388
38,18,501
39,80,691
40,736,729
41,16,498
42,708,829
43,684,398
44,346,705
45,484,42
46,157,316
47,99,785
48,174,759
49,206,144
50,809,380
51,178,799
52,248,566
53,22,182
54,274,733
55,303,227
56,386,355
57,252,284
58,667,19
59,297,260
60,692,308
61,502,406
62,779,133
63,698,97
64,109,478
65,773,503
66,814,118,747
67,344,589
68,732,626
69,296,75
70,209,619
71,344,486
72,261,709
73,617,89
74,13,86
75,440,692
76,552,91
77,229,242
78,81,832
79,423,678
80,20,393
81,78,480
82,787,290
83,647,503
84,799,674
85,835,321
86,1,74,327
87,845,269
88,186,261
89,378,21
90,217,471
91,76,247
92,711,440
93,111,200
94,368,124
95,575,27
96,65,800
97,281,698
98,461,726
99,785,47
100,706,4
101,739,392
102,754,599
103,219,755
104,793,28
105,786,824
106,439,404
107,158,340
108,412,455
109,64,386
110,154,286
111,93,254
112,647,83
113,103,784
114,545,287
115,93,816
116,129,258
117,517,605
118,66,814
119,530,354
120,834,289
121,829,708
122,822,3
123,796,442
124,94,457
125,121,708
126,773,698
127,312,97,698
128,535,739
129,288,184
130,768,712
131,507,152
132,819,622
133,250,62
134,402,764
135,37,291
136,484,682
137,399,629
138,579,533
139,794,339
140,201,240
141,785,207,322
142,506,489
143,232,568,747
144,802,267
145,843,320
146,680,665
147,767,405
148,491,6
149,522,606
150,443,359
151,818,386
152,131,753
153,532,306,428
154,110,286
155,381,683
156,131,741
157,316,635
158,507,107
159,192,305
160,634,342
161,454,461
162,542,398
163,46,686
164,648,810
165,700,512
166,830,753
167,307,170
168,632,368
169,618,787
170,778,167
171,494,531
172,253,68
173,300,81
174,48,200
175,679,543
176,604,520
177,627,626
178,417,799
179,746,762
180,650,188
181,688,378
182,453,53
183,249,784
184,129,454
185,17,643
186,324,766
187,837,241
188,475,228
189,194,674
190,326,443
191,794,154
192,159,305
193,539,294
194,189,329
195,314,492
196,639,821
197,223,592
198,282,304
199,455,412
200,254,722
201,240,140
202,343,476
203,719,583
204,537,597
205,25,408
206,49,410
207,558,479
208,270,218
209,619,70
210,690,671
211,581,214
212,405,794
213,173,737
214,581,514
215,567,329
216,592,745
217,786,576
218,368,276
219,607,103
220,335,473
221,414,657
222,628,464
223,592,197
224,277,557
225,3,822
226,786,576
227,55,435
228,650,574
229,77,465
230,655,498
231,612,614
232,143,36
233,306,631
234,7,470
235,611,829
236,812,398
237,304,325
238,476,343
239,382,353
240,201,140
241,187,525
242,322,141
243,575,721
244,284,813
245,695,62
246,564,302
247,409,324
248,52,566
249,183,585
250,618,133
251,458,90
252,57,414
253,172,416
254,200,30
255,360,376
256,201,240
257,347,453
258,129,184
259,67,500
260,26,59
261,72,552
262,755,607
263,541,8
264,359,443
265,765,412
266,232,143
267,144,600
268,607,537
269,87,89
270,368,168
271,14,438
272,328,392
273,348,453
274,54,5
275,356,691
276,808,218
277,630,224
278,496,575
279,697,548
280,56,666
281,97,656
282,304,237
283,517,721
284,336,57
285,462,482
286,154,110
287,545,497
288,129,258
289,367,120
290,725,618
291,523,100
292,397,825
293,425,303
294,494,171
295,767,696
296,69,75
297,801,59
298,72,261
299,750,76
300,810,18
301,356,159
302,246,613
303,55,419
304,237,282
305,192,159
306,357,701
307,167,170
308,689,60
309,532,554
310,595,555
311,221,829
312,794,340
313,823,711
314,195,765
315,420,635
316,157,46
317,760,9
318,550,617
319,738,472
320,843,605
321,733,85
322,479,141
323,670,772
324,247,409
325,237,423
326,190,264
327,1,86
328,147,392
329,511,451
330,348,636
331,446,222
332,71,471
333,568,99
334,345,731
335,824,536
336,284,57
337,448,584
338,644,74
339,281,397
340,312,110
341,651,384
342,160,380
343,238,476
344,67,589
345,731,334
346,278,283
347,356,748
348,273,330
349,629,460
350,642,818
351,242,437
352,621,205
353,808,208
354,438,555
355,56,819
356,22,748
357,306,701
358,806,837
359,264,150
360,509,300
361,692,130
362,462,482
363,387,366
364,216,197
365,577,15
366,387,363
367,289,406
368,94,270
369,833,663
370,17,596
371,831,802
372,111,572
373,528,600
374,498,230
375,710,472
376,700,468
377,591,579
378,89,21
379,783,27
380,809,820
381,155,683
382,239,223
383,605,602
384,836,416
385,93,366
386,56,526
387,363,366
388,37,135
389,500,67
390,609,529
391,601,3
392,328,101
393,12,20
394,595,555
395,329,511
396,5,733
397,339,645
398,684,162
399,137,629
400,228,736
401,256,696
402,134,704
403,601,3
404,538,771
405,212,147
406,502,367
407,483,503
408,25,453
409,247,324
410,802,206
411,374,230
412,108,758
413,522,769
414,221,693
415,700,307
416,547,457
417,178,830
418,676,544
419,303,10
420,534,315
421,170,778
422,32,601
423,678,669
424,9,819
425,293,419
426,105,824
427,324,409
428,527,306
429,514,211
430,740,379
431,729,40
432,647,488
433,108,814
434,807,610
435,10,303
436,828,315
437,463,322
438,555,354
439,106,404
440,75,92
441,121,682
442,707,585
443,628,464
444,556,193
445,57,813
446,331,443
447,243,475
448,701,337
449,154,191
450,495,540
451,329,511
452,652,603
453,408,177
454,461,184
455,108,412
456,695,224
457,732,626
458,251,90
459,653,694
460,469,599
461,823,454
462,362,285
463,266,437
464,628,443
465,805,229
466,455,465
467,509,798
468,713,105
469,460,599
470,762,7
471,517,90
472,319,737
473,335,220
474,518,735
475,188,19
476,238,343
477,121,657
478,64,782
479,207,558
480,583,18
481,562,524
482,362,462
483,23,407
484,136,682
485,353,80
486,821,786
487,495,241
488,432,735
489,778,170
490,582,426
491,6,837
492,333,195
493,501,582
494,171,294
495,540,450
496,575,278
497,287,545
498,374,230
499,467,493
500,389,259
501,560,493
502,406,61
503,647,29
504,768,780
505,105,788
506,489,142
507,131,158
508,842,115
509,467,798
510,785,99
511,329,395
512,730,238
513,201,240
514,214,521
515,406,367
516,182,257
517,471,283
518,474,773
519,601,658
520,596,552
521,514,214
522,413,149
523,291,706
524,713,430
525,833,241
526,386,818
527,428,631
528,373,600
529,207,609
530,119,555
531,171,494
532,153,309
533,579,597
534,420,315
535,128,739
536,335,486
537,204,268
538,771,726
539,193,294
540,495,450
541,660,263
542,162,690
543,302,175
544,418,641
545,114,287
546,62,695
547,593,416
548,674,679
549,648,704
550,318,755
551,245,83
552,520,261
553,669,678
554,633,309
555,438,354
556,444,193
557,224,341
558,207,568
559,90,243
560,501,824
561,841,766
562,700,481
563,757,800
564,246,201
565,119,530
566,19,2
567,789,215
568,558,333
569,227,660
570,817,623
571,12,393
572,744,739
573,693,235
574,650,24
575,496,278
576,786,217
577,711,365
578,49,144,267
579,533,138
580,685,479
581,214,211
582,490,501
583,719,203
584,448,129
585,442,249
586,238,718
587,514,214
588,340,154
589,344,67
590,637,814
591,728,377
592,223,745
593,547,348
594,795,734
595,438,555
596,520,552
597,204,316
598,386,280
599,460,469
600,373,681
601,519,658
602,715,605
603,452,34
604,261,72
605,320,383
606,303,658
607,219,262
608,293,725
609,529,390
610,764,807
611,829,235
612,231,230
613,646,302
614,183,231
615,413,658
616,31,636
617,318,73
618,169,290
619,209,70
620,639,486
621,387,353
622,520,709
623,570,817
624,587,551
625,203,164
626,627,457
627,626,177
628,464,443
629,137,399
630,277,811
631,527,233
632,168,270
633,736,726
634,160,834
635,157,46
636,31,330
637,590,814
638,803,438
639,196,620
640,756,670
641,418,544
642,350,818
643,17,694
644,338,572
645,281,339
646,613,302
647,503,83
648,164,549
649,794,312
650,574,228
651,341,836
652,452,34
653,459,694
654,565,267
655,230,318
656,281,339
657,221,477
658,519,601
659,150,323
660,541,569
661,723,28
662,632,242
663,206,369
664,839,7
665,680,146
666,9,280
667,58,575
668,744,35
669,678,423
670,323,772
671,72,210
672,258,712
673,32,753
674,799,548
675,67,389
676,465,418
677,780,504
678,423,669
679,175,548
680,146,525
681,600,528
682,136,484
683,381,155
684,398,162
685,580,785
686,163,599
687,321,733
688,21,181
689,308,446
690,542,162
691,39,408
692,804,75
693,573,235
694,9,653
695,456,224
696,401,397
697,279,246
698,63,126
699,663,482
700,562,376
701,2,357
702,285,362
703,664,839
704,807,648
705,719,583
706,100,523
707,8,442
708,829,42
709,72,298
710,375,67
711,577,92
712,780,743
713,524,817
714,6,540
715,602,344
716,72,299
717,600,371
718,582,490
719,583,203
720,247,841
721,243,517
722,200,30
723,661,28
724,128,739
725,774,290
726,538,633
727,714,540
728,591,11
729,431,40
730,512,570
731,345,334
732,457,627
733,5,396
734,795,594
735,474,488
736,633,40
737,718,213
738,105,319
739,128,572
740,788,430
741,340,147
742,31,7
743,712,538
744,35,572
745,592,223
746,137,399
747,814,66
748,356,572
749,659,323
750,604,299
751,374,498
752,398,613
753,152,131
754,102,599
755,262,607
756,640,670
757,327,563
758,412,108,637
759,813,48
760,386,56
761,60,308
762,470,746
763,243,575
764,610,807
765,143,814
766,841,247
767,147,794
768,504,130
769,413,522
770,282,237
771,538,404
772,323,670
773,126,698
774,725,10
775,299,812
776,504,768
777,731,334
778,170,489
779,62,250
780,712,504
781,460,599
782,818,642
783,379,27
784,183,374
785,510,99
786,226,217
787,82,169
788,740,226
789,567,215
790,479,207,322
791,839,7
792,631,527
793,104,28
794,312,139
795,594,734
796,262,268
797,2,228,400
798,18,300
799,674,178
800,86,1
801,297,634
802,144,410
803,14,438
804,692,75
805,465,218
806,358,30
807,704,434
808,276,304
809,50,380
810,300,203
811,224,630
812,236,398
813,759,57
814,66,747
815,676,485
816,93,842
817,570,623
818,642,782
819,355,56
820,380,245
821,486,196
822,122,225
823,461,313
824,105,335
825,292,735
826,694,643
827,238,476
828,436,46
829,708,42
830,166,417
831,371,267
832,705,719
833,525,369
834,120,634
835,85,321
836,384,124
837,187,525
838,86,13
839,664,7
840,263,419
841,561,247
842,508,93
843,320,145
844,163,557
845,87,269
